CATEGORY,CONSULATIONS AND GENERAL SERVICE
19307,Modified Radical Mastectomy
43107,Oesophagectomy
32220,Pleurectomy
32650,Pleurodesis
32440,Pneumonectomy
19306,Radical Mastectomy
21600,Rib Resection
32900,Rib Excision
19303,Simple Mastectomy
97597,Surgical Debriment Under G/A
32601,Thoracoscopy for Mediastinal Tumors
32096,Thoracotomy Achalasia of Oesophagus
32097,Thoracotomy Decortication
60220,Thyroid Lobectomy
60212,Subtotal Thyroidectomy
60240,Total Thyroidectomy
47600,Cholecystectomy
47610,Cholecystectomy & CBD Exploration
43264,Choledocotomy
47425,Duct Calculi Removal
47010,Incision & Drainage of Liver Abscess (Open)
47120,Lobectomy (Liver)
44950,Appendicectomy
49900,Suture of Postsurgical Abdominal Wall Opening
44625,Colostomy Closure- Laparatomy
44626,Colostomy Closure-Non Laparatomy
44340,Colostomy Revision
39599,Hernia Repair - Diaphragmatic
49540,Hernia Repair - Epigastric/Umbilical
49505,Hernia Repair - Inguinal/Fermoral
49595,Herniotomy
49565,Incisional Hernia Repair
49568,Hernioplasty
43840,Laparotomy Intestinal Obstruction
44602,Laparotomy Perforation of Viscera
47350,Liver Trauma Surgical Repair
49020,"Drainage of Abdominal Abscess or Infection, Open Procedure"
38100,Splenectomy
38115,Repair of Ruptured Spleen
38129,Laparoscopic Splenectomy
15830,Abdominal Dermolipectomy
44320,Colostomy Defunctioning
43810,Gastrojejunostomy
44140,Hemicolectomy
15877,Liposuction (Major)
19112,Michrodochotomy
15650,Plastic Surgery - SSG & FLAP
37181,Portal Systemic Shunt Procedure
45300,Proctoscopy Eua Biopsy (Rigid)
44345,PSARP
45121,Pull Through Surgery (Procedures)
19318,Reduction Mammoplasty
48150,Resection - Whipples Procedure
43244,Stripping of Oesophageal Varices / Band Ligation
26560,Syndactyl Release / Separation
60521,Thymectomy
43314,Tracheal Oesophaeal Fistula Closure
15750,Varicose Vein Surgery + Skin Grafting
45110,Abdominal Perineal Resection(Rectum Operations)
45111,Anterior Resection(Rectum Operations)
47721,Cholecysto - Jejunostomy
43635,Drainage/Antrectomy
11404,Wide Major Excision
43633,Gastrectomy Plus Bypass
43620,Gastrectomy-Total
43999,Gastrostomy
41130,Partial Glossectomy
46221,Haemorrhoidectomy (Band Ligation)
46255,Haemorrhoidectomy (Open)
46947,Haemorrhoidectomy (Stappler)
44147,Laparotomy for Colon Resection
44620,Laparotomy for Colostomy/Closure
47001,Needle Biopsy of Liver
47362,Re-Exploration of Liver Wound with Removal of Packing
45910,Anal Dilatation
45990,Diagnostic Examination of Anus and Rectum under Anesthesia
48500,Pancreatic-Cyst Drainage
48140,Pancreatic-Partial Resection
43520,Pyloromyotomy
43640,Truncal / Selective Vagotomy & Gastrojejunal Anastomos
43641,Vagotomy & Bypass Procedure
26123,Contracture Release Major
21931,Lipoma Excision Under G/A
15111,Major Skin Grafting
14302,Rotation Flap Operation
11426,Wide Major Excision
57289,Cystocele Repair
57268,Enterocele Repair
19125,Breast Lumpectomy
19361,Mammoplasty
60280,Thyroglossal Cyst/Fistula Excision
60252,Thyroid Total Thyroidectomy
31660,Bronchoscopic Ablative Therapy
31622,"Bronchoscopy, Biopsy & Brush Cytology"
45331,Colonoscopy With Biopsy
17250,Cauterazation
43237,Endoscopic Uss
43260,ERCP
43262,ERCP And Sphicterotomy
43274,ERCP And Stenting
43266,Esophageal Stenting
43233,OGD (Oesophagogastroduodenoscopy)
43246,Percutaneous Endoscopic Gastrotomy (PEG)
43250,Polypectomy
46600,Proctoscopy
27339,Lipoma/Cyst Excison
21014,Lipoma Cyst Polyp Excision
43197,Oesophagoscopy Rigid/Flexible
32609,Pleural Biopsy
32554,Pleural TAP
20101,Wound Exploration
47015,Liver Abscess Aspiration
47000,Perctaneous Liver Biopsy
46040,Incision & Drainage-Ischial Rectal Abscess
11100,Skin Biopsy
36425,Venous Cutting Down
15852,Major Wound Dressing under G/A
45900,Anal Dilatation
46220,Cauterization (Electrical)
45378,Colonoscopy (Flexible)
43259,Endoscopic Us
43235,Enteroscopy
43261,ERCP + Sphicterotomy
74330,ERCP + Stenting
43450,Esophageal Dilatation
43212,Esophageal Stenting
43202,Oesophageal Biopsy
43231,Oesophagoscopy
43239,"Osophagus, Gastric and Deodenal with Biopsy"
43243,"Osophagus, Gastric and Deodenal with Sclerotherapy"
45100,Rectal Biopsy
36470,Sclerotherapy
26587,Extradigit Amputation - Minor
11424,Wide Minor Excision
10040,Acne Scar Removal
10061,Incision and Drainage of Pyomyositis
11730,Removing Ingrowing Nail
15839,Kelloid Excision
27385,Repair of Muscle
15150,Minor Skin Grafting
15783,Slit Skin Smear
11006,Sloughectomy
15851,Stitch Sinus Exploration
16025,Minor Wound Dressing
60500,Parathyroidectomy
49321,Laparoscopy(with Necessary Biopsies) - Nissen Fundoplication
44615,Laparoscopy (with Necessary Biopsies) - Adhesion/ Bowel Obstruction
49652,Laparoscopic Femoral Hernia Repair
44212,Laparoscopic Assisted Colectomy
43325,Laparoscopic Heller Myotomy for Achalasia
51820,Laparoscopic Repair of Urinary Bladder
39561,Laparoscopic Diaphragmatic Injury Repair
49329,Laparoscopic Repair of Visceral Injuries (stomach / Large& Small Bowel)
32659,Laparoscopic Pericardial Window
45126,Abdominal Perineal Resection
37140,Portal Systemic Shunt Procedure
63173,Lumboperitoneal Shunt
43305,Tracheal Oesophaeal Fistula Closure
43335,Laparoscopy (with Necessary Biopsies) - Cholecystectomy
62143,Hernia Repair - Diaphragmatic
32124,Lung Decortication
60520,Thymomectomy
49580,Herniotomy (paediatric)
48510,Pancreatic or Cyst Drainage (cystogastrostomy)
44970,Laparoscopy (with Necessary Biopsies) - Appendectomy
37761,Varicose Vein Stripping (low)
62096,Open Chest Drainage (chest Window)
49654,Hernia Repair - Incisional
60650,Laparoscopy (with Necessary Biopsies) - Diagnostic
44955,Appendicectomy
27591,Femur Transfemoral Amputation
45505,Rectocele Repair
27884,Tibia Transtibial Amputation
49002,Burst Abdomen- Repair
25295,Keloid Excission-major
43220,Esophagoscopy & Dilatation
45020,Incision & Drainage - Ischio Rectal Abscess
43100,Colonoscopy (flexible/rigid) without Biopsy
43200,Endoscopic Biopsy
32169,Pleural Biopsy
27336,Lipoma Excision (minor)
46270,Fistulectomy
45305,"Proctoscopy, Eua, Biopsy (rigid Scope)"
31295,Antral Wash Out
49082,Laparotomy (peritonitis)
20005,Simple Abscess Incision & Drainage
28060,Plantar Fasciotomy Open - Foot
28008,Plantar Fasciotomy Percutaneous - Foot
17000,"Cryotherapy (e.g Eye,skin,cervix)"
31625,Bronchoscopy- Biopsy & Brush Cytology (fibre Optic)
58960,Laparatomy
19120,Breast Lumpectomy (BENIGN)
32551,Tube Thoracostomy
SUBCATEGORY,OBSTETRIC & GYNECOLOGY (OBGY)
88160,Via-Visual Inspection with Acetic Acid
58661,Bilateral Salphingo Ophorectomy
58671,Blocking of Uterine Tubes By Device using an Endoscope
57720,Cervical Tear Repair Extensive
59121,Ectopic Pregnancy - Laparotomy & Salphingectomy
58353,Endometrial Ablation
57500,Eua And Wedge Biopsy-Cervical
58662,Excission of Endometrial Implants
58555,Hysterescopy
51570,Laparatomy (Cystectomy)
58400,Laparatomy (Manchester Forthergil Repair)
58940,Laparatomy (Ovarain Tumor)
45000,Laparatomy (Pelvic Abscess)
57288,Laparatomy (Stress Incontinence Surgery)
57250,Laparatomy Perineorrhaphy
58570,Laparoscopic Hysterectomy
58145,Myomectomy (Laparoscopic)
57510,Leep Procedure
58140,Myomectomy
58670,Ovarian Drill
57282,Perrineoplasty
58150,Subtotal & Total Abdominal Hysterectomy
58760,Tubal Anastomosis (Re-Anastomosis)
58673,Tuboplasty
51900,Vvf Repair
58410,Ventrosuspension Operations (Stameys Etc)
58954,Warthem Hysterectomy
58615,Bilateral Tubal Ligation (BTL)
59514,Caesarean Section
58611,Caesarean Section + BTL
10060,Incision & Drainage
58300,Insertion and Removal of LUCD
59870,Sunction Curratage for Molar Pregnancy
16030,Major Wound Dressing under G/A
56440,Bartholins Abscess-Mursupialisation
59320,Cervical Circlage-Shrodikar
57000,Colpotomy
57520,Cone Biopsy
58120,Diagnostic Curretage-D and C
59840,Dilatation And Curratage(D&C)
59812,Evacuation
11983,Insertion And Removal Implanon
57452,Colposcopy
59820,Manual Vacum Aspiration
58558,Polypectomy-Cervical
56630,Simple Vulvectomy
58260,Vagina Hysterectomy
59300,Vaginal Repair
58285,Wartheim Hysterectomy
59160,Retained Placenta Removal
57265,Enterocele Repair
60540,Laparotomy for Other Conditions
49000,Explorative Laparatomy
58925,Ovarian Cystectomy
58210,Radical Hysterectomy
57300,RVF Repair
57461,CONE Biopsy
56810,Perineoraphy
58578,Laparascopy
58579,Hysteroscopy
59409,Normal Delivery
56442,Hymenectomy
19100,Core Needle biopsy
SUBCATEGORY,OPHTHALMOLOGY
65810,Anterior Chamber Washout
66984,Cataract Surgery with IOL Insertion
66920,Cataract Surgery Without IOL Insertion
66820,Posterior Capsulotomy
66825,Repositioning of Lens Prosthesis
66840,Lens Washout
66983,Phaeco-Emulsification Surgery with Foldable Lens
66930,Lensectomy
66985,Secondary Intra Ocular Lens Insertion
66680,Iris Repair
66986,Intra Ocular Lens Exchange
SUBCATEGORY,EXTERNAL EYE AND CORNEA
65426,Pterygium Excision
68399,Conjuctival Flap
68200,Subconjunctiva Injection
68320,Conjunctiva Repair
65273,Conjuctival Graft
68325,Conjuctival Mass Excision
68130,Scleral Growth Excision
65400,Corneal Mass Excision
65410,Corneal Biopsy
65430,Corneal Scrapping
65210,Corneal/Scleral F.B. Removal
65756,Transplant of Outer Layer of Corneal Tissue
65757,Preparation of Corneal Tissue for Transplant
65760,Removal and Reshaping of Corneal Tissue
65767,Transplantation of Donor Corneal Tissue
65770,Placement of Tube with Optical Power to Cornea
65771,Incisions in Cornea to Correct Refraction Error
65772,Incisions to Cornea to Correct Astigmatism
65775,Excision of Corneal Tissue to Correct Astigmatism
65778,Free Amniotic Membrane Graft
65779,Sutured Amniotic Membrane Graft
65781,Cornea Stem Cell Transplantation
65785,Corneal Ring Implantation
65710,Corneal Graft
65280,Corneal/Scleral Repair
0402T,Collagen Cross Linking Treatment of Disease of Cornea
65101,Enucleation
65103,Enucleation and Ocular Implant Placement
65091,Evisceration
65093,Evisceration and Ocular Implant Placement
65150,Ocular Implant Revision
65175,Ocular Implant Removal
65110,Exenteration
67299,Orbitotomy
67415,Orbital Contents Fine Needle Aspiration
67500,Retro Bulbar Injection
67505,Retro Bulbar Alcohol Injection
67570,Optic Nerve Decompression
68810,Probing
68500,Lacrimal Gland Excision
68505,Lacrimal Gland Partial Excision
68510,Lacrimal Gland Biopsy
68520,Tear SAC Excision
68525,Tear SAC Biopsy
68530,Tear Passages Foreign Body Removal
68540,Tear Sac Mass Excision
68700,Tear Duct Reconstruction
68801,Tear Drainage Dilatation
68815,Probing with Stent/Tube Insertion
68816,Probing with Balloon Catheter Dilatation
67875,Tarsorhaphy
68720,Dacryorrhinosistomy
68760,Duct Opening Repair
68761,Puncto Plug
68770,Tear Drainage Closure
68020,Demoid Cyst Excision (Eye)
67924,Lid Rotation - TRP
67250,Scleral Defect Repair
67255,Scleral Repair with Graft
67901,Ptosis Surgery
67906,Brow Suspension
67900,Repair of Brow Paralysis
67902,Repair of Upper Eyelid Muscle to Correct Drooping or Paralysis
67903,Shortening or Advancement of Upper Eyelid Muscle to Correct Drooping or Paralysis
67904,Repair of Tendon of Upper Eyelid
67908,"Removal of Tissue, Muscle, and Membrane to Correct Eyelid Drooping or Paralysis"
67909,Procedure to Reduce Overcorrection of Drooping or Paralyzed Upper Eyelid
67825,Electrolysis
67700,Eye Lid Abscess I&D
67710,Eye Lid Sutures Removal
67715,Canthotomy
67800,Eyelid Mass Excision
67801,Multiple Same Eye Lid Masses Excision
67808,Eye Lid Mass Excision Under GA
67810,Eye Lid Biopsy
67820,Epilation
67916,Ectropion Repair
67923,ENTROPION REPAIR
67930,Lid Margin Laceration Repair
67938,Foreign Body Removal of the Eye Lid
67971,Eye Lid Reconstruction with Graft
15820,Removal of Excessive Skin of Lower Eyelid
15821,Removal of Excessive Skin of Lower Eyelid and Fat Around Eye
15822,Removal of Excessive Skin of Upper Eyelid
15823,Removal of Excessive Skin and Fat of Upper Eyelid
67320,Strabismus Surgery
67311,Realignment of The Eye With Repair of One Horizontal Eye Muscle
67312,Realignment of The Eye With Repair of Two Horizontal Eye Muscles
67314,Realignment of The Eye With Repair of One Vertical Muscle
67316,Realignment of The Eye With Repair of Two or more Vertical Muscles
67331,Traumatic Strabismus Correction Surgery
67332,Realignment of Eye Having Scarring or Restrictive Muscle Movement
67334,Posterior Fixation Strabismus Surgery
67335,Strabismus Surgery with Adjustable Sutures
67340,Strabismus Surgery with Repair of Detached Muscle
92060,Orthoptic Assesment
92065,Orthoptic Exercises
65820,Goniotomy
66170,Trabeculectomy
66180,Glaucoma Surgery With Graft
66184,Glaucoma Shunt Revision
66500,Iridectomy
65850,Glaucoma Valve Implantation
66761,Laser Iridotomy
66630,Iridotomy
66174,Trabeculotomy
66155,Trab/ Trab
0449T,Insertion of Aqueous Fluid Drainage Device into Eye
67141,Cryotherapy
66821,Laser Capsulectomy
65855,Laser Trabeculoplasty
66710,Laser Capsulotomy
66711,Destruction of Tissue Encircling Lens using an Endoscope
66720,Destruction of Tissue Encircling Lens
66740,Destruction of Tissue of Eyelid Border
66770,Destruction of Growth of Iris using Laser
67228,Pan Retinal Photocoagulation (PRP)
92071,Fitting of Contact Lens for Treatment of Ocular Surface Disease
92072,Fitting of Contact Lens for Management of Corneal Degeneration
92136,Keratometry
92275,Electro-Retinogram (ERG)
76516,A Scan
76512,B Scan
92018,EYE-EUA
92250,Fundus Photograph
92081,Visual Field Analysis
92004,Low Vision Assessment
92025,Cornea Topography
0198T,Measurement of Eye Intra Ocular Pressure
67041,Removal of Membrane From the Retina
67042,"Removal of Membrane From the Retina, Pars Plana Approach"
67101,"Repair of Detached Retina, 1 or more Sessions"
67107,Repair of Detached Retina and Drainage of Eye Fluid Between Lens And Retina
67110,Repair of Detached Retina by Injection of Air or Gas
67113,Repair of Detached Retina and Drainage of Eye Fluid Between Lens And Retina
67115,Release of Retinal Encircling Material
67120,Removal of Implant Material from outside the Eye
67121,Removal of Implant Material from inside the Eye
67145,"Preventive Retinal Detachment Treatment by Heat or Laser, 1 or more Sessions"
67208,"Destruction of Retinal Growth by Heat or Freezing, 1 or more Sessions"
67218,"Destruction of Retinal Growth with Implantation of Radiation Source, 1 or more Sessions"
67220,"Destruction of Vascular Growth Between Retina and Sclera, 1 or more Sessions"
67221,Destruction of Vascular Growth Between Retina and Sclera
67225,"Destruction of Vascular Growth Between Retina and Sclera, at single Session"
67227,"Destruction of Leaking Retinal Blood Vessels, 1 or more Sessions"
67229,"Laser Destruction or Freezing of Extensive Leaking Retinal Blood Vessels, Preterm Infant, 1 or more Sessions"
67005,Anterior Vitrectomy
67015,Vitrectomy
67025,Injection of Synthetic Eye Fluid
67027,Implantation of Eye Drug Delivery System
67028,Intra Vitreal Injection
SUBCATEGORY,ENT
92553,Audiometry-Spec Investigation
43194,Oesophagus FB Removal
11005,Sloughectomy (G/A or Without G/A)
11440,Head and Neck Tumo Excision and Flap Econstruction
69632,Ossiculoplasty
42890,Palatopharyngotomy Plus Tuomor Excision
92538,Vestibular Test
30300,Removal of Foreign Body in Nose
D7260,Oral Antral Fistula Repair
42665,Tying Salivary Gland Duct
31600,Tracheostomy
42835,Adenoidectomy/Adenotomy
42820,Adenotonsilectomy
31561,Arytenoidectomy
31032,Bilateral/Unilateral Cald Wel Luc
42810,Brachial Cyst/ Fistula Excision
38720,Cervical Node Excision
31360,Cordectomy
31535,Direct Laryngoscopy & Biopsy
31237,Direct Nasopharyingoscopy & Biopsy
42815,Excision of Branchial Fistulla
69140,Excision of Osteoma of External Auditory Canal
42140,Excision of Soft Palate Tumour
31780,Excision Subglottic Stenosis
31201,External Ethmoidectomy
31255,Functional Endoscope Sinus Surgery (Fess)
31382,Hemi Laryngectomy
31256,Intra Nasal Antrostomy
31587,Laryngeal Fissure
30117,Lateral Rhinotomy
38500,Lymph Node Biopsy
31599,Micro Laryngeal Surgery (Mls)
42953,Tracheosophageal Excision
69502,Mastoidectomy
31575,Micro Laryngoscopy & Biopsy
31541,Microlaryngeal Surgery
69642,Modified Radical Mastoidectomy
69436,Myringotomy & Tube
69433,Incision of Eardrum with Insertion of Eardrum Tube Under Local or Topical Anesthesia
30110,Nasal Polypectomy
38724,Radical Neck Dissection
42892,Parapharyngeal Tumor Excision
42410,Superficial Parotidectomy
69511,Radical Mastoidectomy
30310,Foreign Body Removal Nose Under GA
30630,Septoplasty
69660,Stapedectomy
42415,Superficial Parotidectomy
31367,Supralotic Laryngectomy
31611,Surgical Speech Fistula Reconstruction
42826,Tonsillectomy
31365,Total Laryngectomy
31230,Total Maxillectomy Plus Orbital Exanteration
30930,Turbinate Repair/Resection
30130,Turbinectomy
69644,Tympano Mastoidectomy
69610,Tympanoplast I-IV
42145,Uvuto Palatopharyngotomy
31375,Vertical Hemilaryngectomy
31637,Bronchoscopic Stenting
21044,Hemimandibulectomy
21032,Hemimaxillectomy
21025,Total Mandibulectomy
D7560,Caldwel Luc Procedure
21501,Incision & Drainage of Abscess
20100,Surgical Toilet & Sulture
31000,Antral Wash Out Bilateral
31002,Antral Wash Out Unilateral
42804,Nasopharynx Biopsy Under LA
30100,Nose Biopsy Under LA
40808,Oralpharynx Biopsy Under LA
30903,Cautarization (Varices) Bilateral
30901,Cautarization (Varices) Unilateral
92551,Free Field Audiometry
92590,Hearing Aid Trial
D7240,Impaction Removal-Complicated
69554,Kelloidectomy (Ear) L. A. Bilateral/Unilateral
92550,Tympanometry
69209,Removal of Ear Wax(Endoscopy Suction/Washing)
31231,Diagnostic Nasal Endoscopy
31525,Diagnostic Rigid Laryngoscopy
12056,Earlobe Repair
31233,Endoscopic Suction Clearance Nose
92511,Fibre Optic Nasal Laryngoscope
69200,Removal of Foreign Body Ear
69210,Wax Removal
69220,Tympano Mastoidectomy
31370,Vertical Hemilaryngectomy
69799,Stapedectomy
24410,Superficial Parotidectomy
15828,Branchial Fistula Excision
31770,Balloon Bronchoplasty
42808,Brochoscopy foreign body removal
30540,Choanal atresia release
31020,Sinusectomy
D7920,PLASTIC SURGICAL PROCEDURE
14040,Plastic Surgery (10 Sq Centimeters or Less)
42426,Total Parotidectomy
42440,Submandibular Salivary Gland Excision
42450,Sublingual Savary Gland Excision
42600,Closure of Abnormal Salivary Gland Drainage Tract
11446,Keloid Excision
96372,Keloid Infitration
99024,Suture Removal
42180,Uvular Repair / Hamostasis
31511,Removal of Foreign Body from Voice Box using an Endoscope
SUBCATEGORY,DENTAL
D7650,Zygomatic Arch Fracture (Open Reduction)
D7660,Zygomatic Arch Fracture (Closed Reduction)
D7680,Zygomatic Arch Fracture (Complicated)
D7999,Tissue Biopsy (ORAL Unspecified)
D7286,Tissue Biopsy (Oral Tissue Incision)
D7955,Cleft Lip & Palate Repair
D7840,Condylectomy Unilateral
D7899,Temporomandibular Joint Dysfunction Therapy
D7991,Coronoidectomy
D7450,Dental Cystectomy
D7461,Dental Tumour Excission
41140,Glossectomy
41115,Glossectomy (including floor of Mouth)
41116,Tumor Excision (at floor of the Mouth)
41120,Hemiglossectomy
41135,Hemiglossectomy (including Lymph Nodes)
41114,Tumor Excision (at floor of the Mouth)
41145,Total Glossectomy (including its Lymph Nodes)
41150,Glossectomy (including Bone)
41153,Radical Glossectomy
11444,Kelloidectomy
21046,Mandibular Excision
21462,Open Reduction At Angle of Mandible
21465,Open Reduction At Body of Mandible
D7946,Open Reduction Lefort I
D7947,Lefort I (Maxilla - Segmented)
D7948,Open Reduction Lefort II
D7949,Open Reduction Lefort III
D7261,Oral Antral Communication Repair
42330,Salivary Duct Stone Removal
42420,Total Parotidectomy
42505,Plastic Repair of Salivary Duct
42507,Plastic Repair of Salivary Duct(Major Salivary Gland Ducts Bilateraly)
42509,Plastic Repair of Salivary Duct (with Gland Excision)
42510,Plastic Repair of Salivary Duct (with Tying Duct Bilateraly)
42550,Injection of Dye for X-Ray of Salivary Glands
42650,Insertion of Probe for Salivary Gland Duct Dilation
42660,Salivary Gland Duct Dilation
42699,Salivary Gland or Duct Procedure
51999,Transurethral Resection/Incision of Bladder Neck
D7451,Tumour Enucleation
D7460,Tumour Enucleation (Lesion Diameter up to 1.25 Cm)
21048,Partial Maxillectomy
21930,Lipoma Excision Minor
D6245,Acrylic Bridge
D2949,Additional Filling
D7670,Alveolar Bone Fracture
D7671,"Alveolus - Open Reduction, Splinting of Teeth"
D7771,Alveolus - Closed Reduction Splinting of Teeth
D2140,Amalgam Filling One Surface
D2150,Amalgam Filling-Two or more Surface
D2160,Amalgam Filling-Three Surface
D2161,Amalgam Filling-Four or more Surface
D3410,Apicectomy
D3421,Apicoectomy - Bicuspid (First Root)
D3425,Apicoectomy - Molar (First Root)
D3426,Apicoectomy (Each Additional Root)
21454,Archwire Change
D0270,Bitewing View
D0272,Bitewings - Two Radiographic Images
D0273,Bitewings - Three Radiographic Images
D0274,Bitewings - Four Radiographic Images
D0277,Vertical Bitewings - 7 to 8 Radiographic Images
41872,Arresting Bleeding Socket
41874,Dry / Infected Socket Irrigation
41899,Rotational Flap
D2710,Bridge Construction Per Unit with Composite
D2712,Crown - ¾ Resin-Based Composite (Indirect)
31636,Bronchoschopic Stenting using an Endoscope
40650,Cleft Lip (Repair)
40652,Cleft Lip (Repair) Half of Lip
40654,Cleftl Lip (Repair) Over Half of Lip
40700,Plastic Repair (One Side of the Nose or Lip)
40701,Plastic Repair (Bilateraly of The Nose or Lip)
40702,Plastic Repair (Bilatery Nose or Lip)
40720,Plastic Repair ( Nasal And Lip)
40799,Lip Procedure
42200,Cleft Palate Repair
42205,Repair of Defect of Roof of Mouth
42220,Lengthening of Roof of Mouth
42227,Lengthening of Roof of Mouth using Mucous Membrane Flap
D7250,Complicated Extraction
D7251,Coronectomy – Intentional Partial Tooth Removal
D2330,Composite Filling
D2332,"Composite Filling (Three Surfaces, Anterior)"
D2335,Composite Filling (more than Four Surfaces )
D2390,Crown (Made of Composite) Anterior
D2391,Crown (Made of Composite One Surface) Posterior
D2392,Crown (Made of Composite Two Surfaces)Posterior
D2393,Crown (Made of Composite Three Surfaces) Posterior
D2394,Crown (Made Composite Four or more Surface) Posterior
21050,Condylectomy Bilateral
21431,Craniomaxillary Fixation
21432,Craniomaxillary Fixation (Insertion of Hardware)
21390,Craniomaxillary Fixation (Involving Broken Eye Socket Bone with Implant)
21401,Craniomaxillary Fixation (Closed Reduction involving Eye Socket Bone )
D6010,Dental Inplant
D6011,Second Stage Implant Surgery
D6012,Surgical Placement of Interim Implant Body for Transitional Prosthesis: Endosteal Implant
D6013,Surgical Placement of Mini Implant
D6040,Surgical Placement: Eposteal Implant
D6050,Surgical Placement: Transosteal Implant
D6100,Implant Removal
D6101,Debridement of a Peri-Implant Defect
D6102,Debridement and Osseous Contouring of a Peri-Implant Defect
D6103,Bone Graft for Repair of Peri-Implant Defect – Does not include Flap Entry and Closure
D6104,Bone Graft at Time of Implant Placement
70300,X-Ray Periapical View
70310,"X-Ray of Teeth, Less than Full Mouth"
70320,"X-Ray of Teeth, Full Mouth"
D5610,Repair Resin Denture Base
D5620,Repair Cast Framework
D5630,Repair or Replace Broken Clasp (Per Tooth)
D5640,Replace Broken Teeth ( Per Tooth)
D5650,Add Tooth to Existing Partial Denture
D5660,Add Clasp to Existing Partial Denture (Per Tooth)
D5670,Replace all Teeth and Acrylic on Cast Metal Framework (Maxillary)
D5671,Replace all Teeth and Acrylic on Cast Metal Framework (Mandibular)
D5213,Maxillary Partial Denture
D5214,Mandibular Partial Denture
D5221,Immediate Maxillary Partial Denture
D5222,Immediate Mandibular Partial Denture
D5110,Complete Denture (Maxillary)
D5120,Complete Denture (Mandibular)
D5130,Immediate Complete Denture (Maxillary)
D5140,Immediate Complete Denture (Mandibular)
D2331,Diastema Closure
D1510,Diesterma Formation
D1515,Space Maintainer (Fixed - Bilateral)
D1520,Space Maintainer (Removable - Unilateral)
D1525,Space Maintainer ( Removable - Bilateral)
D5212,Direct Composite Bridge
D6205,Pontic (Indirect Resin Based Composite)
D6710,Retainer Crown (Indirect Resin Based Composite)
D6549,Resin Retainer (for Resin Bonded Fixed Prosthesis)
D7220,Tooth Extraction (Complex)
D7230,Removal of Impacted Tooth ( Partially Bony)
D7241,"Removal of Impacted Tooth -(Completely Bony, with Unusual Surgical Complications)"
41823,Dry Socket
D1206,Floride Vanish Application
D1208,Topical Application of Fluoride -(Excluding Varnish)
D3230,Endodontic Treatment Anterior
D3310,"Endodontic Therapy (Anterior Tooth, Excluding Final Restoration)"
D3240,Endodontic Treatment Molar
D3330,"Endodontic Therapy, Molar (Excluding Final Restoration)"
D3320,Endodontic Treatment Premolar
D3331,Treatment of Root Canal Obstruction (Non-Surgical Access)
D3332,"Incomplete Endodontic Therapy (Inoperable, Unrestorable or Fractured Tooth)"
D3333,Internal Root Repair of Perforation Defects
D7140,Tooth Extraction Permanent
D7111,Tooth Extraction Decidous
D2950,Tooth Filling with Pin Additional-Anterior
D2951,Tooth Filling with Pin Additional-Posterior
D2952,Crown and Bridge
D8030,Limited Orthodontic Treatment of The Adolescent Dentition
D8050,Interceptive Orthodontic Treatment of the Primary Dentition
D8070,Comprehensive Orthodontic Treatment of the Transitional Dentition
D8080,Comprehensive Orthodontic Treatment of the Adolescent Dentition
D8090,Comprehensive Orthodontic Treatment of the Adult Dentition
D8220,Fixed Appliance Therapy
D8660,Pre-Orthodontic Treatment Examination to Monitor Growth and Development
D8680,"Orthodontic Retention (Removal of Appliances, Construction and Placement of Retainer(S))"
D8681,Removable Orthodontic Retainer Adjustment
D8690,Orthodontic Treatment (Alternative Billing to A Contract Fee)
D8691,Repair of Orthodontic Appliance
D8692,Replacement of Lost or Broken Retainer
D8693,Re-Cement or Re-Bond Fixed Retainer
D8694,Repair of Fixed Retainers (Includes Reattachment)
D7971,Flapectomy (Dental)
D4210,Gingivectomy
D4211,Gingivectomy or Gingivoplasty (Tooth Bounded Spaces Per Quadrant)
D4212,"Gingivectomy or Gingivoplasty (To Allow Access for Restorative Procedure, Per Tooth)"
D4230,Anatomical Crown Exposure (Four or more Contiguous Teeth Per Quadrant)
D4231,Anatomical Crown Exposure ( One to Three Teeth Per Quadrant)
D4240,"Gingival Flap Procedure (including Root Planning , Four or more Contiguous Teeth or Tooth Bounded Spaces Per Quadrant)"
D4241,"Gingival Flap Procedure (Including Root Planning, One to Three Contiguous Teeth or Tooth Bounded Spaces Per Quadrant)"
D2940,Glass Ionomer Filling
D2920,Re-Cement or Re-Bond Crown
21244,Reconstruction of Lower Jaw Bone With Insertion of Bone Plate
21245,Partial Repair of Lower Jaw or Cheek Bone With Implant
21248,Partial Reconstruction of Lower Jaw or Cheek Bone with Insertion of Implant
21070,Removal of Diseased or Fractured Portion of Lower Jaw Bone
21034,Removal of Malignant Growth of Upper Jaw or Cheek Bone
D5931,"Obturator Prosthesis, Surgical"
41800,I & D (Dental Abcess)
D7510,Incision and Drainage of Abscess (Intraoral Soft Tissue)
D7511,Incision and Drainage of Abscess (Intraoral includes Drainage of Multiple Fascial Spaces)
D7520,Incision and Drainage of Abscess (Extraoral Soft Tissue)
D7521,Incision and Drainage of Abscess (Extraoral Soft Tissue includes Drainage of Multiple Fascial Spaces)
21076,Impression & Model Cast
21077,Impression and Preparation of Eye Socket Prosthesis
21079,Impression and Custom Preparation of Temporary Oral Prosthesis
21080,Impression and Custom Preparation of Permanent Oral Prosthesis
21081,Impression and Custom Preparation of Lower Jaw Bone Prosthesis
